number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4,70.440058,78.98557784,46.5640084710194,61.6907587179462,1.08425750770733,1.02020709157936,128.09447,39.56312,51.8143779881127,44.9736839554414,765.7,779.94,746.773226542008,760.389263164271,1.36171720203469,1.21210761386133,470.1,259.568,169.539685619621,174.629947030857,139.5,148.52,131.159570395147,141.425853257404,1.32713099624406,1.17539264962813,108,64.24,47.5420866180693,43.579921982491,5699.75,6957.36,4297.05594363244,5121.44995820828,1.12737741418483,0.857332283088893,10547.0,4751.2,4189.76564827915,4680.18784990517,63.25,76.476,56.7932022915866,71.6219888135989,1.28782867075349,1.06407890211143,74.6,38.864,27.6917406459038,24.7835958650072,20.66,15.7448,8.48410261733381,6.27677485870439,0.901112802207445,0.885029971513149,49.36,10.0752,19.3212784256115,14.9788632732928,40.059,52.83552,9.98504649231584,9.29612834248291,0.729995414258889,0.375465149777331,119.764,47.92448,47.1146521052634,55.3221985196684,4.25,4.84,4.0536004644211,4.66149103008273,1.3397180434946,1.12151648171422,3,2.16,1.29903810567666,1.22245654319489,2.0
3,74.4225873333333,74.4225873333333,65.8529312874322,65.8529312874322,0.998507833773775,0.998507833773775,70.096238,23.3654126666667,30.9847946164446,30.9847946164446,793.733333333333,793.733333333333,779.605904901157,779.605904901157,1.08015444727738,1.08015444727738,351.5,117.166666666667,155.15347956853,155.15347956853,160.666666666667,160.666666666667,153.169078466845,153.169078466845,1.05506698618263,1.05506698618263,108,36.0,45.7626728046147,45.7626728046147,6901.33333333333,6901.33333333333,5275.55337348055,5275.55337348055,0.88547875493317,0.88547875493317,10547.0,3515.66666666667,4314.63187563229,4314.63187563229,72.6333333333333,72.6333333333333,68.2202919182233,68.2202919182233,1.03966106427738,1.03966106427738,60.2,20.0666666666667,24.5767279261409,24.5767279261409,15.78,15.78,7.01634276753747,7.01634276753747,0.750381249663154,0.750381249663154,25.06,8.35333333333333,10.8761880577097,10.8761880577097,47.7453333333333,47.7453333333333,8.66842830724546,8.66842830724546,0.452537057260483,0.452537057260483,119.764,39.9213333333333,51.9300976655692,51.9300976655692,5.0,5.0,4.93242414866094,4.93242414866094,1.08518861296765,1.08518861296765,2,0.666666666666667,0.816496580927726,0.816496580927726,10.3
5,69.321369,71.9570149375,56.1045287301917,55.4561349527091,1.43438261262215,1.21925313190929,124.90825,34.4902475625,40.7153957936791,45.1368244285514,860.62,886.2375,822.540740093838,839.475433898538,1.56426898488181,1.37615172933627,786.5,318.79875,262.468324946078,287.803289754912,143.4,141.2,126.229902176896,120.462229686974,1.50119778329526,1.3032491091372,199,59.85,64.7011591859064,72.1693148089962,5828.4858,5073.43225,1306.59978284381,810.019842987327,1.37304839174241,1.17488222264239,8898.571,1869.71775,3106.18007971311,3032.72377825119,71.18,73.275,57.9632933173324,57.2286375334488,1.43836662294163,1.22104438734932,125.3,34.81,41.2132697077046,45.5396736373901,12.9644,12.1855,6.24331413280121,4.92902112261009,1.29708615233349,1.04375017396545,27.478,6.8695,9.24609049490648,10.1863099673042,48.405316,35.769145,10.6418978261736,6.09612014236856,1.21450684383466,1.04258626893208,99.97342,18.755855,37.9331718188636,31.5445073284253,3.6,3.5125,3.43754385517496,3.32167429523008,1.56705644243762,1.38699015955323,3,1.2,1.01980390271856,1.1179641094418,4.96
5,75.05873,69.25403,60.7360538084161,54.1178875111677,1.44709533998769,1.38171371080715,124.90825,24.18168,40.8682185919034,42.4936284334911,818.8,887.37,771.128202952602,841.239627283337,1.54894648712205,1.41065643262013,786.5,300.825,290.62010253938,286.436310721947,156.8,139.85,135.794553371491,119.778609795642,1.49279239184479,1.45802005507814,199,38.45,71.6586352088846,70.3621169380228,4574.4858,4860.10725,1023.89572575551,772.18277367182,1.3221966308157,1.17897796763472,7872.571,1968.14275,2869.67961173483,3040.18490868692,59.446,70.4265,36.5835772696956,50.7615313075943,1.25768708620848,1.17855334758926,135.97,35.2985,48.8837320997487,47.9924488096825,11.3244,12.2105,5.42163381715201,4.95566881496439,1.24855882586147,1.06167465070054,27.478,6.8695,9.25396247236826,10.1523647860979,35.405316,36.606645,8.62646160689857,6.3867525598746,1.23071932934229,1.03459642181591,78.97342,19.743355,27.8112160870291,30.6635568463294,3.2,3.4,2.99255573947769,3.19700865297933,1.5437891850589,1.4273575068653,3,1.15,1.16619037896906,1.15758369027902,15.0
6,72.3711408333333,69.3698373125,60.4317921450918,54.2272304198813,1.64781280451579,1.470277449725,124.90825,25.9715351875,37.7883370901692,42.4611228563063,808.683333333333,887.3325,768.941390551188,841.198043166697,1.74032132069087,1.50097602530799,786.5,300.825,266.261346654414,286.453166230974,156.0,139.7,138.370196341517,119.661992565281,1.69399018169443,1.57417165753728,199,43.7,65.4395395256823,70.3317851330392,5295.40483333333,4898.58225,1468.17596286251,775.737714384447,1.54489063285246,1.36112334634339,8898.571,1672.86775,3075.90184468178,3084.25653123977,60.405,72.2265,40.2821900695542,53.3625632934652,1.50267016965055,1.2714349288415,135.97,35.2985,44.676031512061,46.8489033249445,12.137,12.3005,6.50670304973523,4.98555626944942,1.50080834489163,1.19501980931051,27.478,6.8695,8.64087833112661,10.1766655025111,46.1710966666667,37.394145,12.9775858785047,6.4434590798909,1.44043674570097,1.28665837065766,99.97342,16.780855,34.9866157791813,31.9834425342719,3.33333333333333,3.4375,3.14083560495004,3.23168493971844,1.7354337715853,1.53961388494577,3,1.15,1.10554159678513,1.16021280375628,15.8
5,72.201783,56.0756499857143,58.4087003025409,35.5177828661947,1.44154355788642,1.07405464789386,122.90607,34.4539063571429,40.54323706565,51.8111142149522,773.0,1011.40057142857,730.702157771626,940.158582207829,1.54906997155185,0.825333244430792,772.0,744.198857142857,282.702691886724,353.877604506278,153.6,104.817142857143,136.767455889009,84.3120606590451,1.52140462027423,1.26476783244253,171,47.6485714285714,58.7727828165385,67.6788276059984,5041.4858,2903.49657142857,1091.04290370734,52.7647979888635,1.30856430686073,0.894967666548955,8958.571,1544.46342857143,3276.88335721712,3544.44861611752,63.986,110.211885714286,24.1907168067826,92.3482071339309,1.12135037382873,0.764581470264876,141.0,81.4157142857143,57.8037367650224,44.776651994903,8.1644,3.85742857142857,4.54282228484194,1.04247595124369,1.3659515888642,1.12734112214194,12.978,1.646,4.82290674178964,4.67548392780722,91.145316,58.2640457142857,8.20773673603571,0.616283214172229,0.48257236493896,0.326360368555512,399.97342,53.6990971428571,154.865068729392,134.81845309527,2.6,2.26857142857143,2.49146187923103,2.22784322770247,1.5649572502428,1.13325693311992,2,1.10857142857143,0.8,0.462151137042189,34.0
3,74.4225873333333,74.4225873333333,65.8529312874322,65.8529312874322,0.998507833773775,0.998507833773775,70.096238,23.3654126666667,30.9847946164446,30.9847946164446,793.733333333333,793.733333333333,779.605904901157,779.605904901157,1.08015444727738,1.08015444727738,351.5,117.166666666667,155.15347956853,155.15347956853,160.666666666667,160.666666666667,153.169078466845,153.169078466845,1.05506698618263,1.05506698618263,108,36.0,45.7626728046147,45.7626728046147,6901.33333333333,6901.33333333333,5275.55337348055,5275.55337348055,0.88547875493317,0.88547875493317,10547.0,3515.66666666667,4314.63187563229,4314.63187563229,72.6333333333333,72.6333333333333,68.2202919182233,68.2202919182233,1.03966106427738,1.03966106427738,60.2,20.0666666666667,24.5767279261409,24.5767279261409,15.78,15.78,7.01634276753747,7.01634276753747,0.750381249663154,0.750381249663154,25.06,8.35333333333333,10.8761880577097,10.8761880577097,47.7453333333333,47.7453333333333,8.66842830724546,8.66842830724546,0.452537057260483,0.452537057260483,119.764,39.9213333333333,51.9300976655692,51.9300976655692,5.0,5.0,4.93242414866094,4.93242414866094,1.08518861296765,1.08518861296765,2,0.666666666666667,0.816496580927726,0.816496580927726,7.6
4,118.023437975,88.2456977882105,104.615228894,79.6012072190522,1.27087968370119,1.27970231050545,148.5383,25.9714910538947,57.1655719005734,47.3364948498223,665.975,793.299157894737,630.326806089278,774.524280798823,1.3351480101493,1.02886849634673,564.9,375.404210526316,208.744836762493,155.957981383402,178.25,141.456842105263,165.32010459221,135.706358008427,1.30908027170726,1.24488409234659,195,46.0884210526316,72.4443752129867,45.5515870718523,6605.5,6753.39789473684,5391.37284409375,6228.73685391353,1.21875217666521,1.112790231636,9971.0,3046.74947368421,3696.12151450679,2569.97678539501,70.35,94.7606315789474,42.5833477632017,51.8585588137601,0.912473256869473,0.504672298650225,179.3,80.1656842105263,73.7378634081569,87.009682386932,6.3725,8.42976842105263,5.05728123847279,7.23212416255126,1.16315837118373,0.861227652094395,11.71,5.4056,4.44896265999165,4.45231050000744,40.38,39.5031578947368,16.1500061423747,8.53478148996209,1.06054202127575,0.636573393175478,78.48,31.3810526315789,27.9780842803792,35.6340117026935,3.25,4.15368421052632,2.71080601082953,3.78228818235394,1.23093162304792,0.934500601685192,5,2.47157894736842,1.78535710713571,1.63628658706654,30.3
3,87.4683333333333,79.5625,82.5557580889105,74.8697876137856,1.04127006958543,1.07975516913754,71.755,12.16,29.905281677694,29.2959213244779,856.166666666667,831.9,852.858789145939,828.385703159405,1.09478408478893,1.06579219659441,181.3,162.3,74.5696244384326,77.0524821144653,127.333333333333,134.5,125.493811962421,132.509764827919,1.08402453889614,0.969842284892234,53,52.25,21.853044537445,22.6329405955126,6311.0,6701.75,6186.50890144244,6571.02446621076,1.07897043586277,0.960307162768716,3055.0,2732.25,1248.20858299671,1275.3725681149,135.133333333333,105.65,86.5308636119092,57.777718729536,0.839248416383795,0.918831663909307,179.3,40.525,83.414480490833,88.4662788863644,12.2333333333333,12.625,10.9253904071815,11.5823716248894,1.0028994706628,0.93649244335651,12.1,5.55,5.06249828532207,4.43642592635108,27.5066666666667,40.38,4.97642232675805,9.93332614861179,0.194158290628553,0.114063035908906,78.48,39.37,36.4253586880837,38.6299521097296,5.0,4.5,4.7622031559046,4.24264068711928,1.05492016798614,1.09861228866811,3,0.0,1.4142135623731,1.5,12.5
2,75.0785975,80.4603983333333,73.3220415746861,78.8604776199089,0.669843047097355,0.555816410380142,32.290805,41.1716016666667,16.1454025,15.2220314569817,708.9,692.5,707.19061786763,690.992215748471,0.690736834259784,0.656190877635692,98.4,187.1,49.2,46.3862048458375,179.0,188.0,176.951970884757,186.148415092715,0.681727595508835,0.582764430397635,54,86.6666666666667,27.0,25.4558441227157,7705.5,7307.33333333333,7612.35180479726,7225.95300001167,0.681083120892871,0.675363817089049,2389.0,1374.0,1194.5,1126.18540016977,53.9,50.1333333333333,52.702182118011,49.093304379945,0.671007263633201,0.68427926565689,22.6,6.66666666666666,11.3,10.6537421698773,18.6,19.4,18.4445113787273,19.2597746501714,0.684799263524989,0.591388686487176,4.8,8.6,2.4,2.26274169979695,61.5,48.6666666666667,47.9583152331272,37.5392182297732,0.481831627200226,0.623096191315819,77.0,18.0,38.5,36.2981481009094,4.0,4.0,4.0,4.0,0.693147180559945,0.636514168294813,0,1.33333333333333,0.0,0.0,5.47
